Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight
Non-Fatal,Substantial,Airplane,Beech,58,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Non-Fatal,Substantial,Helicopter,Hughes,369D,1.0,Turbo Shaft,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Cruise
Non-Fatal,Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Fatal(2),Destroyed,Airplane,Cessna,172N,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,IMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-24-250,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Non-Fatal,Substantial,Helicopter,Hughes,500D,1.0,Turbo Shaft,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-28-236,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Callair,A-9B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Fatal(1),Substantial,Airplane,Grumman,G-164A,1.0,Reciprocating,Part 137: Agricultural,1.0,0.0,1.0,0.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,U206,1.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Destroyed,Airplane,Consolidated Aeronautics Inc.,LA-4-200,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Quickie,RISE,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Destroyed,Helicopter,Bell,47J-2A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Destroyed,Helicopter,Kaman,K600-3,1.0,Turbo Shaft,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Destroyed,Airplane,Air Tractor,AT 301,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Helicopter,Continental Mk5a,BELL 47,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Helicopter,Bell,47D1,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Ercoupe,415-C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Helicopter,Bell,47D1,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-38,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Arctic,S1B2,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Air Tractor,AT 301,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Douglas,DC-3A,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Aero Commander,S2R,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Fatal(1),Substantial,Airplane,Thurston,TEAL TSC-1A,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Swanson,SSW-DTV,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Non-Fatal,Substantial,Balloon,Adams,A55,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Mignet,HM293,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Piper,PA-18,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,1.0,0.0,VMC,Takeoff
Fatal(1),Destroyed,Airplane,Starduster,TOO SA300,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,150H,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Grumman,G-164,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Destroyed,Airplane,Eagle,DW-1,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,188B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Lake,LA-4-200,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,T337C,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-34-200T,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Fatal(1),Destroyed,Airplane,Aeronca,7AC,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-22-108,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Douglas,RB-26C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-28,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Air Tractor,AT-301,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Helicopter,Bell,206B-III,1.0,Turbo Shaft,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Glider,Hardie,TERN II,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,A188B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,182K,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Descent
Non-Fatal,Destroyed,Airplane,Piper,PA-18A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Cessna,172M,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,IMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,65-90,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,3.0,VMC,Takeoff
Fatal(2),Destroyed,Airplane,Cessna,172L,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Fatal(2),Destroyed,Airplane,Piper,PA-30,2.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,IMC,Approach
Non-Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Starke,KR-2,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-23-250,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Fatal(1),Substantial,Airplane,Piper,PA-32,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Unknown
Fatal(2),Destroyed,Airplane,Mccall,KR-2,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Cruise
Fatal(2),Destroyed,Airplane,Piper,PA-38,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Go-around
Incident,Minor,Airplane,Beech,18,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Beech,V35B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,M35,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Fatal(2),Substantial,Airplane,Aeronca,7AC,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Unknown
Non-Fatal,Substantial,Airplane,Cessna,A185E,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,150F,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Grumman,G-164,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Destroyed,Airplane,Cessna,T210M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,UNK,Landing
Non-Fatal,Destroyed,Airplane,Beech,C23,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Fatal(2),Destroyed,Airplane,Cessna,172M,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Weatherly,201A,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,188,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Fokker,DR-1,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,T188C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Grumman,G164B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Helicopter,Hughes,269A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,A188B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,188B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Landing
Fatal(1),Destroyed,Airplane,Cessna,T210M,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Descent
Non-Fatal,Substantial,Airplane,Cessna,185E,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,402B,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Substantial,Helicopter,Bell,47G-4,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Gyrocraft,Bensen,B-8M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Fatal(2),Destroyed,Airplane,Wing,D-1,2.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,UNK,Unknown
Non-Fatal,Destroyed,Airplane,Cessna,206-5,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Beech,B19,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Go-around
Non-Fatal,Substantial,Airplane,Aeronca,7AC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Gregg,KR-2,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Descent
Non-Fatal,Substantial,Helicopter,Bell,206B,1.0,Turbo Prop,Part 133: Rotorcraft Ext. Load,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Mcclary,MONG SPORT,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Destroyed,Airplane,Volmer Aircraft,SPORTSMAN,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Midget,MUSTANG,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,182B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Go-around
Fatal(1),Destroyed,Airplane,Mooney,M-20,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Cruise
Fatal(2),Destroyed,Airplane,Cessna,182,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,UNK,Cruise
Non-Fatal,Destroyed,Glider,I.c.a. Brasov - Romania,IS-28B2,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Fatal(1),Destroyed,Airplane,Bellanca,8KCAB,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,175,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,3.0,VMC,Go-around
Non-Fatal,Substantial,Airplane,Cessna,182RG,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Cruise
Non-Fatal,Substantial,Helicopter,Robinson,R22,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Weatherly,201B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,1.0,0.0,VMC,Approach
Non-Fatal,Destroyed,Airplane,Beech,A36,1.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,1.0,0.0,VMC,Descent
Non-Fatal,Substantial,Airplane,Cessna,U206,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Helicopter,Continental,EL TOMCAT MK5A,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,421,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,IMC,Approach
Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,UNK,Landing
Non-Fatal,Substantial,Helicopter,Bell,47G-2A,1.0,Unknown,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Ayres,S-2R,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Boeing,75A,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Climb
Non-Fatal,Destroyed,Airplane,Southern Airmotive Corp Sac,SAC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Fatal(2),Destroyed,Airplane,Piper,PA-32,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,IMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,T303,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,120,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Rockwell,S2R,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,A185E,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Beech,H-18,2.0,Reciprocating,Part 135: Air Taxi & Commuter,0.0,0.0,0.0,1.0,VMC,Takeoff
Fatal(2),Destroyed,Airplane,Bellanca,7GCBC,1.0,Reciprocating,Part 91: General Aviation,2.0,0.0,0.0,0.0,VMC,Approach
Non-Fatal,Substantial,Glider,Blanik,L-13,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Smith,AEROSTAR 601,2.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,IMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,182H,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Beech,A23-19,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,A188,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Grumman,G164B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Destroyed,Airplane,Cessna,170A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Destroyed,Airplane,Piper,PA-28-161,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Beech,77,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Luscombe,8A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-20,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-28-151,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Taylorcraft,BC-12D,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-D,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Balloon,Balloon Works,FIRFLY 7,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Helicopter,Bell,206B,1.0,Turbo Shaft,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Maneuvering
Fatal(1),Destroyed,Airplane,Aero Commander,S2R,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Takeoff
Non-Fatal,Destroyed,Airplane,Cessna,310,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Destroyed,Helicopter,Brantly,B-2B,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Fatal(1),Destroyed,Airplane,Cessna,P210N,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,IMC,Approach
Fatal(1),Destroyed,Airplane,Piper,PA-36-375,1.0,Reciprocating,Part 137: Agricultural,1.0,0.0,0.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,172H,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,310P,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,337B,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Rockwell,INTL S-2R,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Weatherly,201C,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Landing
Fatal(1),Destroyed,Airplane,Davis,DA-2A,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Aeronca,7AC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,3.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Descent
Non-Fatal,Substantial,Airplane,Callair,A-9,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,1.0,0.0,VMC,Takeoff
Non-Fatal,Substantial,Glider,Schweizer,SGS 1-34,0.0,Unknown,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-28-236,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Rockwell International,S2R,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Beech,58,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,A-152,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,172P ROBERTSON STOL,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Snow,600-S2C,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,188,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Grumman,G-164,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,A188B,1.0,Reciprocating,Part 137: Agricultural,0.0,0.0,0.0,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Grumman,AA-5A,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Beech,D18S,2.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-22-150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Downer Aircraft Industries,REPUBLIC RC-3,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,1.0,VMC,Approach
Non-Fatal,Substantial,Helicopter,Aerospatiale,SA 315 B,1.0,Turbo Shaft,Part 133: Rotorcraft Ext. Load,0.0,0.0,1.0,0.0,VMC,Maneuvering
Non-Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,1.0,0.0,VMC,Approach
Non-Fatal,Minor,Airplane,Boeing,B-75,1.0,Reciprocating,Part 91: General Aviation,0.0,0.0,0.0,2.0,VMC,Taxi
Fatal(1),Destroyed,Ultralight,Pterodactyl,ASCENDER,1.0,Reciprocating,Part 91: General Aviation,1.0,0.0,0.0,0.0,VMC,Descent
